# output generated by hbond_network -f /oasis/scratch/comet/scychon/temp_project/CcO/gromacs_new/pmpro_popc/from_ppdoo_solvate/MDRun/pmpro_from_ppdoo_eq.xtc
 -999.000000           0           0
 -998.000000           1           1
 -997.000000           1           1
 -996.000000           1           1
 -995.000000           1           1
 -994.000000           0           0
 -993.000000           0           0
 -992.000000           1           0
 -991.000000           1           1
 -990.000000           1           1
 -989.000000           1           1
 -988.000000           1           1
 -987.000000           1           0
 -986.000000           1           1
 -985.000000           1           1
 -984.000000           0           0
 -983.000000           1           1
 -982.000000           1           1
 -981.000000           0           0
 -980.000000           1           1
 -979.000000           0           1
 -978.000000           1           1
 -977.000000           0           0
 -976.000000           0           0
 -975.000000           1           0
 -974.000000           0           0
 -973.000000           0           0
 -972.000000           1           1
 -971.000000           1           1
 -970.000000           1           1
 -969.000000           0           0
 -968.000000           1           1
 -967.000000           1           1
 -966.000000           0           0
 -965.000000           1           1
 -964.000000           0           0
 -963.000000           1           1
 -962.000000           1           1
 -961.000000           1           1
 -960.000000           1           1
 -959.000000           1           1
 -958.000000           0           0
 -957.000000           1           1
 -956.000000           0           0
 -955.000000           1           1
 -954.000000           0           0
 -953.000000           1           1
 -952.000000           0           0
 -951.000000           1           1
 -950.000000           0           0
 -949.000000           0           0
 -948.000000           1           1
 -947.000000           0           1
 -946.000000           1           1
 -945.000000           1           1
 -944.000000           1           1
 -943.000000           1           1
 -942.000000           1           1
 -941.000000           1           1
 -940.000000           1           1
 -939.000000           1           1
 -938.000000           0           0
 -937.000000           1           1
 -936.000000           1           1
 -935.000000           1           1
 -934.000000           1           1
 -933.000000           1           1
 -932.000000           1           1
 -931.000000           1           1
 -930.000000           1           1
 -929.000000           1           1
 -928.000000           0           0
 -927.000000           1           1
 -926.000000           0           0
 -925.000000           1           1
 -924.000000           1           1
 -923.000000           1           1
 -922.000000           1           1
 -921.000000           1           1
 -920.000000           0           0
 -919.000000           1           1
 -918.000000           1           1
 -917.000000           0           0
 -916.000000           1           1
 -915.000000           0           0
 -914.000000           0           0
 -913.000000           1           1
 -912.000000           0           0
 -911.000000           1           1
 -910.000000           1           1
 -909.000000           0           0
 -908.000000           1           1
 -907.000000           1           1
 -906.000000           0           1
 -905.000000           1           0
 -904.000000           1           1
 -903.000000           1           1
 -902.000000           1           1
 -901.000000           0           0
 -900.000000           1           1
 -899.000000           1           0
 -898.000000           0           0
 -897.000000           1           1
 -896.000000           0           0
 -895.000000           0           0
 -894.000000           0           0
 -893.000000           0           0
 -892.000000           0           0
 -891.000000           1           1
 -890.000000           1           1
 -889.000000           1           1
 -888.000000           0           0
 -887.000000           1           0
 -886.000000           1           1
 -885.000000           1           1
 -884.000000           1           1
 -883.000000           0           0
 -882.000000           1           1
 -881.000000           1           1
 -880.000000           0           0
 -879.000000           1           1
 -878.000000           1           1
 -877.000000           1           1
 -876.000000           1           1
 -875.000000           1           1
 -874.000000           1           1
 -873.000000           1           1
 -872.000000           0           0
 -871.000000           1           1
 -870.000000           1           1
 -869.000000           0           1
 -868.000000           0           0
 -867.000000           1           1
 -866.000000           1           1
 -865.000000           1           1
 -864.000000           1           1
 -863.000000           1           0
 -862.000000           0           0
 -861.000000           1           0
 -860.000000           0           0
 -859.000000           1           1
 -858.000000           0           0
 -857.000000           0           0
 -856.000000           1           0
 -855.000000           1           1
 -854.000000           0           0
 -853.000000           0           0
 -852.000000           0           0
 -851.000000           0           0
 -850.000000           1           1
 -849.000000           1           1
 -848.000000           0           0
 -847.000000           0           0
 -846.000000           0           0
 -845.000000           0           0
 -844.000000           0           0
 -843.000000           0           0
 -842.000000           1           1
 -841.000000           0           0
 -840.000000           0           1
 -839.000000           1           1
 -838.000000           1           1
 -837.000000           1           1
 -836.000000           1           1
 -835.000000           1           0
 -834.000000           1           0
 -833.000000           0           0
 -832.000000           1           1
 -831.000000           0           0
 -830.000000           1           1
 -829.000000           1           1
 -828.000000           0           0
 -827.000000           1           1
 -826.000000           0           0
 -825.000000           1           0
 -824.000000           0           0
 -823.000000           1           0
 -822.000000           1           1
 -821.000000           1           1
 -820.000000           1           1
 -819.000000           1           1
 -818.000000           1           1
 -817.000000           1           0
 -816.000000           0           0
 -815.000000           0           0
 -814.000000           0           0
 -813.000000           0           0
 -812.000000           1           1
 -811.000000           1           0
 -810.000000           0           0
 -809.000000           1           1
 -808.000000           1           1
 -807.000000           1           1
 -806.000000           0           0
 -805.000000           0           0
 -804.000000           1           0
 -803.000000           1           0
 -802.000000           1           1
 -801.000000           0           0
 -800.000000           1           1
