    1  0.3343793E+00  0.1197790E+03 -0.5043241E+01
    2  0.6110490E+00  0.3979121E+02 -0.3539617E+01
    3  0.7958261E+00  0.2171513E+02  0.1603560E+01
    4  0.2176663E+00  0.1543301E+03 -0.4549422E+01
    5  0.1001785E+01  0.1880746E+03  0.4756551E+01
    6  0.7058283E+00  0.7253627E+02 -0.3427724E+01
    7  0.1225176E+01  0.2574324E+03  0.1118993E+02
    8  0.2137433E+01  0.1674106E+03 -0.3159476E+01
    9  0.2122707E+01  0.1487006E+03  0.8337273E+01
   10  0.1842253E+01  0.2017888E+03  0.1410805E+02
   11  0.2372374E+01  0.6744281E+02 -0.3595288E+01
   12  0.1034789E+01  0.6449919E+03  0.1920670E+02
   13  0.2320988E+01  0.1841616E+03  0.1554590E+02
   14  0.1259007E+01  0.3973859E+03  0.1293479E+02
   15  0.2076707E+01  0.4282505E+03  0.1062067E+02
   16  0.1235481E+01  0.1709512E+03  0.4537311E+01
   17  0.2458696E+01  0.3597096E+03  0.1156177E+02
   18  0.1394248E+01  0.1593763E+03  0.4716445E+01
   19  0.1461070E+01  0.1271289E+03  0.1351805E+01
   20  0.1306406E+01  0.1878044E+02  0.1386650E+01
   21  0.7449361E+00  0.1873472E+03  0.6808522E+00
   22  0.1781009E+01  0.1601649E+03 -0.9453679E+01
   23  0.9829126E+00  0.2500437E+02 -0.3993525E+01
   24  0.1714364E+01  0.2680337E+02  0.3737362E+01
   25  0.2342970E+01  0.1206364E+03 -0.8960176E+01
   26  0.2455406E+01  0.1427308E+03  0.4443737E+01
   27  0.2656784E+01  0.9057346E+02  0.1011172E+02
   28  0.3440542E+01  0.1839931E+03  0.7971709E+00
   29  0.4126019E+01  0.3388535E+03 -0.1692466E+02
   30  0.2067971E+01  0.3006782E+03 -0.7349537E+01
   31  0.1184988E+01  0.3250823E+03 -0.1883656E+01
   32  0.3583175E+01  0.4050864E+03 -0.2252802E+02
   33  0.4192471E+01  0.1596367E+03 -0.5337729E+01
   34  0.3760967E+01  0.2552419E+03 -0.2097369E+02
   35  0.3035386E+01  0.1430122E+03 -0.1607739E+02
   36  0.2934591E+01  0.6691411E+03 -0.3445283E+02
   37  0.3985465E+01  0.1451357E+03 -0.1605673E+02
   38  0.2671611E+01  0.1398706E+03 -0.1225324E+02
   39  0.2042847E+01  0.7567262E+02 -0.1054232E+02
   40  0.2371475E+01  0.1329443E+03  0.1730337E+02
   41  0.3615133E+01  0.1752870E+03 -0.1226866E+02
   42  0.2293893E+01  0.3002186E+03 -0.1343084E+02
   43  0.9398745E+00  0.2790920E+03 -0.3578937E+01
   44  0.1753664E+01  0.1679681E+03 -0.1655020E+02
   45  0.1852659E+01  0.5948563E+02 -0.8858750E+00
