       0.000  1.0000000E+00  1.0000000E+00  1.0000000E+00
     100.000  5.5792729E-01  1.5764675E-01  3.5778702E-01
     200.000  4.4208203E-01  8.3792701E-02  2.6293737E-01
     300.000  3.7896813E-01  5.4665264E-02  2.1681670E-01
     400.000  3.3593530E-01  3.1059315E-02  1.8349731E-01
     500.000  2.9546041E-01  4.0153788E-02  1.6780710E-01
     600.000  2.5471913E-01  3.2243323E-02  1.4348123E-01
     700.000  2.1655840E-01  1.8253131E-02  1.1740577E-01
     800.000  1.9022226E-01  2.9665572E-02  1.0994392E-01
     900.000  1.6058719E-01  1.5164482E-02  8.7875835E-02
    1000.000  1.4229664E-01  4.7966224E-03  7.3546632E-02
    1100.000  1.3013940E-01  1.5202103E-02  7.2670750E-02
    1200.000  1.0433485E-01 -4.8209019E-03  4.9756974E-02
    1300.000  9.4897369E-02  5.5489858E-03  5.0223177E-02
    1400.000  8.5778489E-02  6.4907198E-03  4.6134604E-02
    1500.000  9.3998926E-02 -7.2798286E-03  4.3359548E-02
    1600.000  7.3823603E-02  4.3952153E-03  3.9109409E-02
    1700.000  8.0775165E-02  9.9202265E-03  4.5347696E-02
    1800.000  6.5306323E-02 -4.2156128E-03  3.0545355E-02
    1900.000  5.7831036E-02 -3.0232637E-03  2.7403886E-02
    2000.000  6.0081837E-02  1.1900363E-03  3.0635937E-02
    2100.000  4.1421282E-02  9.8287869E-03  2.5625035E-02
    2200.000  3.5218177E-02 -8.2515410E-03  1.3483318E-02
    2300.000  2.7723453E-02 -8.6648950E-03  9.5292791E-03
    2400.000  2.0366380E-02  6.9019224E-03  1.3634151E-02
    2500.000  1.3964669E-02  7.6559101E-03  1.0810290E-02
    2600.000  6.3661960E-03 -1.3975874E-02 -3.8048391E-03
    2700.000  5.3138889E-03  6.3968708E-04  2.9767880E-03
    2800.000  9.3501277E-03  1.2976937E-02  1.1163532E-02
    2900.000  2.3160199E-03  2.7415698E-02  1.4865859E-02
    3000.000  6.0957927E-03  4.2549723E-03  5.1753825E-03
    3100.000  2.3514774E-02  3.3434347E-03  1.3429104E-02
    3200.000  2.1890784E-02  9.7939902E-03  1.5842387E-02
    3300.000  9.0933789E-03  2.1363645E-02  1.5228512E-02
    3400.000 -6.2763750E-03  2.5477174E-04 -3.0108016E-03
    3500.000  6.8409820E-03 -5.2979490E-03  7.7151651E-04
    3600.000 -4.5917004E-04 -2.4239330E-03 -1.4415515E-03
    3700.000 -7.7550330E-03 -2.0024471E-02 -1.3889752E-02
    3800.000  1.0023856E-02 -1.8597133E-02 -4.2866384E-03
    3900.000  1.4435322E-02 -7.6107048E-03  3.4123086E-03
    4000.000 -1.2354270E-03 -5.2069125E-03 -3.2211697E-03
    4100.000 -7.3416612E-03  2.3303858E-03 -2.5056377E-03
    4200.000  2.0140782E-03 -3.4232718E-02 -1.6109320E-02
    4300.000  1.6541487E-02  6.9692939E-04  8.6192084E-03
    4400.000  1.2272808E-03 -6.5308754E-03 -2.6517973E-03
    4500.000  1.2402518E-02  1.7259213E-02  1.4830866E-02
    4600.000  8.0434521E-04 -1.5162365E-02 -7.1790098E-03
    4700.000  4.7590373E-03 -2.5473968E-02 -1.0357465E-02
    4800.000  1.5936391E-03  1.5513732E-02  8.5536857E-03
    4900.000 -9.8154580E-04 -1.4107418E-02 -7.5444821E-03
    5000.000 -8.9798900E-03 -1.8461699E-02 -1.3720795E-02
    5100.000  5.4235733E-03  3.1025634E-03  4.2630683E-03
    5200.000  2.0732792E-02  7.9180662E-03  1.4325429E-02
    5300.000  2.9396749E-02 -1.8606341E-02  5.3952038E-03
    5400.000  1.9648072E-02 -2.1670236E-03  8.7405243E-03
    5500.000  1.4534084E-02  7.9072693E-03  1.1220677E-02
    5600.000  1.9022409E-03 -6.7748577E-03 -2.4363084E-03
    5700.000  1.0873105E-03  1.4572736E-02  7.8300233E-03
    5800.000  6.1925512E-03  3.8778803E-03  5.0352158E-03
    5900.000 -3.7542410E-03 -1.8215078E-03 -2.7878744E-03
    6000.000 -5.0667923E-03  1.3232977E-02  4.0830921E-03
