    1  187   66   22   11   16   47  144  263  306    0
    2  200   67   20   10   15   44  143  258  300    0
    3  186   63   32   10   16   51  144  259  301    0
    4  179   63   24   10   19   44  149  251  290    0
    5  169   59   31   12   16   49  138  264  314    0
    6  192   63   27   10   16   42  149  259  309    0
    7  177   58   29   11   11   41  148  260  301    0
    8  204   63   25   12   16   43  137  263  278    0
    9  200   58   32    9   17   43  139  262  294    0
   10  187   62   28   11   17   51  143  261  267    0
   11  177   57   30   11   17   48  156  264  288    0
   12  172   48   28   12   16   53  157  268  303    0
   13  167   56   32    9   16   54  146  269  300    0
   14  168   57   39    9   15   46  159  260  291    0
   15  181   55   35   11   14   38  150  252  291    0
   16  184   61   40    8   14   39  147  267  302    0
   17  186   64   37    9   13   43  130  262  295    0
   18  172   65   32    9   15   36  150  264  299    0
   19  201   69   30   11   13   36  135  247  298    0
   20  190   66   35   11   11   45  159  259  297    0
   21  195   67   28   12   13   41  149  253  299    0
   22  188   55   43    8   13   36  158  272  307    0
   23  180   62   39    7   14   31  151  248  296    0
   24  186   61   35    9   15   39  167  257  296    0
   25  190   53   30   10   16   35  152  255  298    0
   26  183   61   33    9   14   38  155  248  317    0
   27  187   70   28    9   15   29  143  263  297    0
   28  184   58   24   11   15   30  157  255  301    0
   29  182   70   25   11   13   35  144  257  286    0
   30  193   58   28   10   14   40  143  254  292    0
   31  186   67   25   11   16   39  150  260  305    0
   32  176   69   19   11   14   37  151  254  294    0
   33  171   68   20    9   15   39  144  255  293    0
   34  191   75   28    9   14   36  155  253  317    0
   35  188   55   26    9   13   39  148  254  307    0
   36  189   61   31   10   13   38  150  261  294    0
   37  189   51   28    9   14   42  148  261  296    0
   38  183   54   26   10   14   38  154  268  307    0
   39  184   59   28   12   16   43  141  255  310    0
   40  181   56   28    8   16   39  160  260  298    0
   41  189   62   33   10   16   35  153  256  300    0
   42  196   52   30    9   18   38  151  257  301    0
   43  186   44   24   11   15   39  146  264  301    0
   44  179   51   24   12   13   43  149  275  292    0
   45  183   45   25    9   16   41  158  262  298    0
   46  187   51   23    9   15   37  150  260  301    0
   47  186   46   21    9   15   40  157  270  291    0
   48  191   52   21    7   17   35  165  263  285    0
   49  187   42   26    8   16   39  146  260  316    0
   50  191   44   27    9   15   38  148  269  308    0
   51  186   43   21    8   15   39  145  269  305    0
   52  192   47   21   10   13   34  156  251  304    0
   53  168   49   19    9   15   34  159  262  301    0
   54  196   55   23    8   15   34  148  262  305    0
   55  197   47   28    8   17   37  134  264  290    0
   56  189   49   24   11   13   34  129  257  278    0
   57  192   50   23    9   15   40  140  258  298    0
   58  195   59   18   10   14   39  137  268  287    0
   59  205   55   22    8   16   42  141  278  304    0
   60  194   50   20   12   17   40  133  264  310    0
   61  183   55   18   10   14   45  138  267  292    0
   62  179   57   19   12   13   40  145  258  296    0
   63  193   48   23   11   15   38  136  270  298    0
   64  181   51   24   10   16   43  151  259  293    0
   65  193   44   19   11   14   41  138  271  296    0
   66  191   50   27    9   14   34  145  264  302    0
   67  188   51   27    9   15   32  143  263  282    0
   68  198   57   24    8   15   39  153  256  298    0
   69  201   46   24   11   15   34  143  256  284    0
   70  205   55   21    8   15   31  138  239  278    0
