    6.401000    6.425000    6.403000    3.409667
    6.376000    6.404000    6.385000    3.388334
    6.417000    6.476000    6.471000    3.454667
    6.426000    6.466000    6.418000    3.436667
    6.396000    6.416000    6.369000    3.393667
    6.451000    6.443000    6.377000    3.423667
    6.444000    6.403000    6.436000    3.427667
    6.504000    6.548000    6.451000    3.501000
    6.412000    6.457000    6.385000    3.418000
    6.385000    6.471000    6.351000    3.402334
    6.417000    6.463000    6.428000    3.436000
    6.423000    6.471000    6.435000    3.443000
    6.461000    6.472000    6.416000    3.449667
    6.403000    6.435000    6.446000    3.428000
    6.371000    6.380000    6.388000    3.379667
    6.345000    6.352000    6.315001    3.337334
    6.328000    6.322001    6.301000    3.317000
    6.329000    6.338000    6.297000    3.321334
    6.296000    6.345000    6.312000    3.317667
    6.364000    6.332000    6.363000    3.353000
    6.368001    6.394001    6.359000    3.373667
    6.363000    6.325000    6.333000    3.340334
    6.321000    6.331000    6.305000    3.319000
    6.260000    6.270000    6.310000    3.280000
    6.347000    6.373000    6.427001    3.382334
    6.333000    6.367000    6.436000    3.378667
    6.325000    6.304000    6.321000    3.316667
    6.320000    6.312000    6.351000    3.327667
    6.343000    6.364000    6.334000    3.347000
    6.364000    6.371000    6.234000    3.323000
    6.382000    6.407001    6.304000    3.364334
    6.369000    6.399000    6.361001    3.376334
    6.416000    6.419000    6.433000    3.422667
    6.439000    6.458000    6.383000    3.426667
    6.386000    6.372000    6.336000    3.364667
    6.376000    6.396000    6.369000    3.380334
    6.437000    6.445000    6.372000    3.418000
    6.363000    6.367000    6.357000    3.362334
    6.409000    6.379000    6.352000    3.380000
    6.371000    6.335001    6.335001    3.347000
    6.364000    6.338000    6.369000    3.357000
    6.392000    6.316000    6.292000    3.333334
    6.317000    6.309000    6.284000    3.303334
    6.402000    6.439000    6.404000    3.415000
    6.348001    6.392000    6.354000    3.364667
    6.408000    6.409000    6.320000    3.379000
    6.347000    6.335001    6.330000    3.337334
    6.438000    6.427001    6.429000    3.431334
    6.479000    6.484000    6.429000    3.464000
    6.400000    6.393000    6.391000    3.394667
    6.424000    6.411000    6.344000    3.393000
    6.427001    6.449000    6.373000    3.416334
    6.431000    6.426000    6.346000    3.401000
    6.447001    6.460001    6.394001    3.433667
    6.410000    6.362000    6.357000    3.376334
    6.341000    6.340000    6.335001    3.338667
    6.314000    6.306000    6.366000    3.328667
    6.423000    6.378000    6.380000    3.393667
    6.381001    6.373000    6.430000    3.394667
    6.393000    6.373000    6.311000    3.359000
    6.417000    6.404000    6.395000    3.405334
    6.412000    6.440001    6.410000    3.420667
    6.404000    6.389000    6.402000    3.398334
    6.433000    6.439000    6.402000    3.424667
    6.439000    6.406000    6.418000    3.421000
    6.462000    6.453000    6.497000    3.470667
    6.437000    6.424000    6.411000    3.424000
    6.447001    6.471000    6.407001    3.441667
    6.486001    6.503000    6.512000    3.500334
    6.436000    6.481000    6.466000    3.461000
    6.512000    6.539001    6.447001    3.499334
    6.512000    6.539001    6.447001    3.499334
    6.452000    6.514000    6.471000    3.479000
